id,enabled,pack,chapter,type,level,en,zh,tags,note
eng_glo_b1_l38_006,TRUE,glo_b1,l38,word,1,bowl,碗,thing,
eng_glo_b1_l38_007,TRUE,glo_b1,l38,word,1,blanket,毯子,thing,
eng_glo_b1_l38_008,TRUE,glo_b1,l38,phrase,1,look for,尋找,action,
eng_glo_b1_l38_009,TRUE,glo_b1,l38,word,1,play,玩,action,
eng_glo_b1_l38_010,TRUE,glo_b1,l38,word,1,toy,玩具,thing,
eng_glo_b1_l39_001,TRUE,glo_b1,l39,word,1,hard,硬的,feel,
eng_glo_b1_l39_002,TRUE,glo_b1,l39,word,1,rag,抹布,thing,
eng_glo_b1_l39_003,TRUE,glo_b1,l39,word,1,instead,代替,word,
eng_glo_b1_l39_004,TRUE,glo_b1,l39,word,1,package,包裹,thing,
eng_glo_b1_l39_005,TRUE,glo_b1,l39,phrase,1,leave alone,離…遠一點,action,
eng_glo_b1_l39_006,TRUE,glo_b1,l39,word,1,Hurry up,快點,word,
eng_glo_b1_l39_007,TRUE,glo_b1,l39,word,1,quickly,迅速地,word,
eng_glo_b1_l39_008,TRUE,glo_b1,l39,phrase,1,put in,放進去,action,
eng_glo_b1_l39_009,TRUE,glo_b1,l39,word,1,pocket money,零用錢,thing,
eng_glo_b1_l39_010,TRUE,glo_b1,l39,word,1,pocket,口袋,thing,
eng_glo_b1_l40_001,TRUE,glo_b1,l40,word,1,forty,四十,thing,
eng_glo_b1_l40_002,TRUE,glo_b1,l40,phrase,1,take out,拿出來,action,
eng_glo_b1_l40_003,TRUE,glo_b1,l40,word,1,drink,喝,action,
eng_glo_b1_l40_004,TRUE,glo_b1,l40,word,1,flower,花,thing,
eng_glo_b1_l40_005,TRUE,glo_b1,l40,word,1,fly,飛,action,
eng_glo_b1_l40_006,TRUE,glo_b1,l40,word,1,bee,蜜蜂,thing,
eng_glo_b1_l40_007,TRUE,glo_b1,l40,word,1,garden,花園,thing,
eng_glo_b1_l40_008,TRUE,glo_b1,l40,word,1,purple,紫色,thing,
eng_glo_b1_l40_009,TRUE,glo_b1,l40,word,1,land,降落,action,
eng_glo_b1_l40_010,TRUE,glo_b1,l40,word,1,full,滿的；飽的,feel,
eng_glo_b1_l41_001,TRUE,glo_b1,l41,word,1,bell,鈴,thing,
eng_glo_b1_l41_002,TRUE,glo_b1,l41,word,1,both,兩者,word,
eng_glo_b1_l41_003,TRUE,glo_b1,l41,word,1,time,時間,thing,
eng_glo_b1_l41_004,TRUE,glo_b1,l41,word,1,late,遲到的,feel,
eng_glo_b1_l41_005,TRUE,glo_b1,l41,word,1,playground,操場,school,
eng_glo_b1_l41_006,TRUE,glo_b1,l41,word,1,principal,校長,people,
eng_glo_b1_l41_007,TRUE,glo_b1,l41,word,1,classroom,教室,school,
eng_glo_b1_l41_008,TRUE,glo_b1,l41,word,1,sweet,甜的,feel,
eng_glo_b1_l41_009,TRUE,glo_b1,l41,word,1,bike,腳踏車,thing,
eng_glo_b1_l41_010,TRUE,glo_b1,l41,pattern,1,every day,每天,word,
eng_glo_b1_l42_001,TRUE,glo_b1,l42,word,1,thirsty,渴的,feel,
eng_glo_b1_l42_002,TRUE,glo_b1,l42,word,1,because,因為,word,
eng_glo_b1_l42_003,TRUE,glo_b1,l42,word,1,fast,快速的,feel,
eng_glo_b1_l42_004,TRUE,glo_b1,l42,word,1,hole,洞,thing,
eng_glo_b1_l42_005,TRUE,glo_b1,l42,word,1,ride,騎,action,
eng_glo_b1_l42_006,TRUE,glo_b1,l42,word,1,ring,按鈴；戒指,action,
eng_glo_b1_l42_007,TRUE,glo_b1,l42,word,1,wheel,輪子,thing,
eng_glo_b1_l42_008,TRUE,glo_b1,l42,word,1,again,又,word,
eng_glo_b1_l42_009,TRUE,glo_b1,l42,word,1,outside,戶外,word,
eng_glo_b1_l42_010,TRUE,glo_b1,l42,word,1,tell,告訴,action,
eng_glo_b1_l43_001,TRUE,glo_b1,l43,word,1,asleep,睡著的,feel,
eng_glo_b1_l43_002,TRUE,glo_b1,l43,word,1,breakfast,早餐,thing,
eng_glo_b1_l43_003,TRUE,glo_b1,l43,word,1,holiday,節日,thing,
eng_glo_b1_l43_004,TRUE,glo_b1,l43,phrase,1,wake up,醒來,action,
eng_glo_b1_l43_005,TRUE,glo_b1,l43,pattern,1,o'clock,…點鐘,word,
eng_glo_b1_l43_006,TRUE,glo_b1,l43,word,1,perhaps,也許,word,
eng_glo_b1_l43_007,TRUE,glo_b1,l43,word,1,quiet,安靜的,feel,
eng_glo_b1_l43_008,TRUE,glo_b1,l43,word,1,still,仍然,word,
eng_glo_b1_l43_009,TRUE,glo_b1,l43,word,1,today,今天,word,
eng_glo_b1_l43_010,TRUE,glo_b1,l43,word,1,upstairs,樓上,word,
eng_glo_b1_l44_001,TRUE,glo_b1,l44,word,1,animal,動物,thing,
eng_glo_b1_l44_002,TRUE,glo_b1,l44,word,1,men,男人(複數),people,
eng_glo_b1_l44_003,TRUE,glo_b1,l44,word,1,mailmen,郵差(複數),people,
eng_glo_b1_l44_004,TRUE,glo_b1,l44,word,1,women,女人(複數),people,
eng_glo_b1_l44_005,TRUE,glo_b1,l44,word,1,lazybones,懶骨頭,people,
eng_glo_b1_l44_006,TRUE,glo_b1,l44,word,1,person,人,people,
eng_glo_b1_l44_007,TRUE,glo_b1,l44,word,1,tree,樹,thing,
eng_glo_b1_l44_008,TRUE,glo_b1,l44,word,1,bird,鳥,thing,
eng_glo_b1_l44_009,TRUE,glo_b1,l44,word,1,yard,院子,thing,
eng_glo_b1_l44_010,TRUE,glo_b1,l44,word,1,window,窗戶,thing,
eng_glo_b1_l45_001,TRUE,glo_b1,l45,word,1,all,全部,word,
eng_glo_b1_l45_002,TRUE,glo_b1,l45,word,1,candy,糖果,thing,
eng_glo_b1_l45_003,TRUE,glo_b1,l45,word,1,each,每一,word,
eng_glo_b1_l45_004,TRUE,glo_b1,l45,pattern,1,how much,多少,word,
eng_glo_b1_l45_005,TRUE,glo_b1,l45,word,1,lollipop,棒棒糖,thing,
eng_glo_b1_l45_006,TRUE,glo_b1,l45,word,1,dollar,元,thing,
eng_glo_b1_l45_007,TRUE,glo_b1,l45,word,1,come,來,action,
eng_glo_b1_l45_008,TRUE,glo_b1,l45,word,1,open,打開,action,
eng_glo_b1_l45_009,TRUE,glo_b1,l45,word,1,bread,麵包,thing,
eng_glo_b1_l45_010,TRUE,glo_b1,l45,word,1,baby,嬰兒,people,
eng_glo_b1_l46_001,TRUE,glo_b1,l46,word,1,cookie,餅乾,thing,
eng_glo_b1_l46_002,TRUE,glo_b1,l46,word,1,him,他,word,
eng_glo_b1_l46_003,TRUE,glo_b1,l46,word,1,them,他們,word,
eng_glo_b1_l46_004,TRUE,glo_b1,l46,word,1,us,我們,word,
eng_glo_b1_l46_005,TRUE,glo_b1,l46,word,1,near,近的,feel,
eng_glo_b1_l46_006,TRUE,glo_b1,l46,word,1,far,遠的,feel,
eng_glo_b1_l46_007,TRUE,glo_b1,l46,word,1,deep,深的,feel,
eng_glo_b1_l46_008,TRUE,glo_b1,l46,word,1,wide,寬的,feel,
eng_glo_b1_l46_009,TRUE,glo_b1,l46,word,1,grandfather,祖父,people,
eng_glo_b1_l46_010,TRUE,glo_b1,l46,word,1,everyone,每個人,people,
eng_glo_b1_l47_001,TRUE,glo_b1,l47,word,1,chocolate,巧克力,thing,
eng_glo_b1_l47_002,TRUE,glo_b1,l47,word,1,count,數一數,action,
eng_glo_b1_l47_003,TRUE,glo_b1,l47,word,1,for,為了,word,
eng_glo_b1_l47_004,TRUE,glo_b1,l47,word,1,prize,獎品,thing,
eng_glo_b1_l47_005,TRUE,glo_b1,l47,word,1,right,對的；右邊,word,
eng_glo_b1_l47_006,TRUE,glo_b1,l47,word,1,share,分享,action,
eng_glo_b1_l47_007,TRUE,glo_b1,l47,pattern,1,there are,有,word,
eng_glo_b1_l47_008,TRUE,glo_b1,l47,word,1,free time,空閒時間,word,
eng_glo_b1_l47_009,TRUE,glo_b1,l47,word,1,after,在…之後,word,
eng_glo_b1_l47_010,TRUE,glo_b1,l47,word,1,before,在…之前,word,
eng_glo_b1_l48_001,TRUE,glo_b1,l48,word,1,twenty,二十,thing,
eng_glo_b1_l48_002,TRUE,glo_b1,l48,word,1,eight,八,thing,
eng_glo_b1_l48_003,TRUE,glo_b1,l48,word,1,five,五,thing,
eng_glo_b1_l48_004,TRUE,glo_b1,l48,word,1,four,四,thing,
eng_glo_b1_l48_005,TRUE,glo_b1,l48,word,1,six,六,thing,
eng_glo_b1_l48_006,TRUE,glo_b1,l48,word,1,seven,七,thing,
eng_glo_b1_l48_007,TRUE,glo_b1,l48,word,1,schoolgirl,女學生,people,
eng_glo_b1_l48_008,TRUE,glo_b1,l48,word,1,three,三,thing,
eng_glo_b1_l48_009,TRUE,glo_b1,l48,word,1,noisy,吵鬧的,feel,
eng_glo_b1_l48_010,TRUE,glo_b1,l48,word,1,soccer,足球,thing,
eng_glo_b1_l49_001,TRUE,glo_b1,l49,word,1,any,任何的,word,
eng_glo_b1_l49_002,TRUE,glo_b1,l49,word,1,fine,很好,feel,
eng_glo_b1_l49_003,TRUE,glo_b1,l49,word,1,mail,郵寄；郵件,thing,
eng_glo_b1_l49_004,TRUE,glo_b1,l49,word,1,mailbox,郵筒,thing,
eng_glo_b1_l49_005,TRUE,glo_b1,l49,word,1,minute,分鐘,thing,
eng_glo_b1_l49_006,TRUE,glo_b1,l49,word,1,some,一些,word,
eng_glo_b1_l49_007,TRUE,glo_b1,l49,word,1,email,電子郵件,thing,
eng_glo_b1_l49_008,TRUE,glo_b1,l49,word,1,wash,洗,action,
eng_glo_b1_l49_009,TRUE,glo_b1,l49,word,1,brush,刷,action,
eng_glo_b1_l49_010,TRUE,glo_b1,l49,word,1,face,臉,thing,
eng_glo_b1_l50_001,TRUE,glo_b1,l50,word,1,fifty,五十,thing,
eng_glo_b1_l50_002,TRUE,glo_b1,l50,word,1,gate,大門；入口,thing,
eng_glo_b1_l50_003,TRUE,glo_b1,l50,word,1,jar,罐子,thing,
eng_glo_b1_l50_004,TRUE,glo_b1,l50,word,1,refrigerator,電冰箱,thing,
eng_glo_b1_l50_005,TRUE,glo_b1,l50,word,1,shelf,書架；架子,thing,
eng_glo_b1_l50_006,TRUE,glo_b1,l50,word,1,truck,卡車,thing,
eng_glo_b1_l50_007,TRUE,glo_b1,l50,word,1,wall,牆,thing,
eng_glo_b1_l50_008,TRUE,glo_b1,l50,word,1,juice,果汁,thing,
eng_glo_b1_l50_009,TRUE,glo_b1,l50,word,1,put on,穿上(衣服),action,
eng_glo_b1_l50_010,TRUE,glo_b1,l50,word,1,teeth,牙齒,thing,
